weight logl H0 sigma
6.143768214083428035e-21 -4.594938263272219388e+02 5.008956041417351734e-01 2.728579881972902355e-01
6.980414724421860889e-21 -4.593636562656678279e+02 9.248001867869855008e-01 6.337728595726801473e-01
7.168398813198646172e-21 -4.593345822846563919e+02 1.906919080228755004e-01 4.653749138676268604e-01
7.684457420279577693e-21 -4.592625648247212098e+02 1.864882094606085117e-01 4.707757995664051398e-01
1.068477867033380502e-20 -4.589304444222806865e+02 3.825607620243386409e-01 3.029883394925795281e-01
2.516553469950011425e-20 -4.580712892090358537e+02 2.411210776789085575e-01 4.145039041238001154e-01
3.760182031638200517e-20 -4.576672121348896098e+02 9.990085683614415846e-01 7.918456811013852015e-01
5.671825075364094532e-20 -4.572536685550625180e+02 2.251887442586336663e-01 4.350002540675748097e-01
6.163303099956427842e-20 -4.571680666524317189e+02 7.220338463764574000e-01 3.851563244863374091e-01
8.004737081386065456e-20 -4.569041460021790613e+02 1.507995831593131886e-01 5.300968654278227499e-01
8.202303725830852977e-20 -4.568772644468014619e+02 4.416793962944498553e-02 7.059237833727697309e-01
9.005116200462320053e-20 -4.567813866212510447e+02 9.202341263944933125e-01 6.479744854086068040e-01
9.057232953448385121e-20 -4.567731158439092951e+02 1.146534152414202534e-02 7.736118346471558826e-01
9.238436240780908285e-20 -4.567508068704688071e+02 3.865481609694957355e-01 3.066042530909162123e-01
1.083860137172882711e-19 -4.565885655408504817e+02 9.397782902607951794e-01 6.851154184754455478e-01
1.210603071649325136e-19 -4.564754757690280371e+02 3.328174334213797048e-01 3.396327477256037009e-01
1.347000128686323055e-19 -4.563662144178315430e+02 3.005058444670912765e-01 3.649893731151441223e-01
1.365665752529929641e-19 -4.563499523702691931e+02 9.689530406612834046e-02 6.165055631058246055e-01
1.817907323552524130e-19 -4.560614083934831910e+02 1.159207301628528697e-02 7.829651871399310181e-01
2.031231078306474402e-19 -4.559479523590380268e+02 9.719468509178372795e-01 7.563636395453240402e-01
3.527463320463085830e-19 -4.553935154042723070e+02 9.317217956532809486e-01 6.822213559566013830e-01
3.532905573979861609e-19 -4.553894737696421089e+02 5.293798595220983172e-01 2.843564203526318668e-01
