weight logl H0 sigma
2.190043733273202439e-28 -4.767684387345814798e+02 5.197112749493292938e+01 9.013810249914788528e+02
2.969010921821932029e-28 -4.764616313733470747e+02 5.806753027344334583e+01 7.041322337283357911e+02
3.552826209905550179e-28 -4.762796168455197972e+02 5.368948583234295313e+01 8.437414196167640057e+02
3.751385629150324503e-28 -4.762227349749013001e+02 8.426180058238747961e+01 5.273132545620342171e+02
4.607601027182755414e-28 -4.760146529107391871e+02 8.052671168562268633e+01 4.723906118199974458e+02
5.554509798303835522e-28 -4.758252500736737147e+02 8.614167826010096007e+01 5.654214088885819365e+02
8.755662696239501815e-28 -4.753676595914087670e+02 6.344825746857467408e+01 5.719510127283940619e+02
1.373288011614471144e-27 -4.749150672818504404e+02 8.896159517757463675e+01 6.344974815579756751e+02
2.983336647902390896e-27 -4.741367328001008445e+02 5.017110300053358429e+01 9.902430773320108983e+02
3.681369220823320233e-27 -4.739239904008920803e+02 6.793132344041971749e+01 4.952958887367976217e+02
4.035475101821112674e-27 -4.738296511147722185e+02 9.575635295096273580e+01 8.459505858273872718e+02
4.796188884790351892e-27 -4.736544535345400391e+02 9.772839612923490904e+01 9.189915840885076932e+02
3.407806935578828740e-26 -4.716911211047495271e+02 5.727642188080021413e+01 7.515950864023858458e+02
4.251003597314258714e-26 -4.714675349661495147e+02 8.581761452565746140e+01 5.730240765668255563e+02
4.737826321320586164e-26 -4.713566116132273578e+02 8.400785924200579302e+01 5.372351218755821947e+02
7.275116978097527922e-26 -4.709252301693617255e+02 7.539532872418729426e+01 4.515379409697266624e+02
1.105986781248674213e-25 -4.705038670175855486e+02 8.921494672127049341e+01 6.594208433544646368e+02
1.394961836315239984e-25 -4.702692379113405536e+02 5.716633710348898489e+01 7.629656648122636398e+02
3.973771365130015505e-25 -4.692198893589649060e+02 6.872487089279549366e+01 4.972977331531376990e+02
9.056725152902256412e-25 -4.683935973761998639e+02 9.800240732362925655e+01 9.731848220676198480e+02
1.468017947905981467e-24 -4.679081067195538708e+02 7.267232210823627270e+01 4.643546495988880451e+02
4.015587926797890182e-24 -4.668993361065096224e+02 5.114973143383976151e+01 1.016434347800512796e+03
4.302927089820417516e-24 -4.668277243660868407e+02 5.845767710810113726e+01 7.410360151335972887e+02
7.213499162002133151e-24 -4.663085657215325455e+02 8.888861688483456192e+01 6.696750538944316986e+02
1.429669112122024051e-23 -4.656219917553988807e+02 9.708027200042303662e+01 9.601403825376629584e+02
1.930083859808511605e-23 -4.653193713301205889e+02 7.855527932088909893e+01 4.806428212655433185e+02
2.519662356813085109e-23 -4.650503098756165627e+02 5.160611110001057966e+01 1.015379654407241560e+03
1.007768616836640893e-22 -4.636616110932671404e+02 8.878899322869432353e+01 6.799284755667983973e+02
1.108717553205632760e-22 -4.635636456998655035e+02 5.046650530004411905e+01 1.085912422353002057e+03
1.548916454193839421e-22 -4.632267940651142908e+02 5.317408279061118037e+01 9.648781816075842244e+02
2.275925108110575874e-22 -4.628394630791027566e+02 5.599503453692884136e+01 8.533864432592644107e+02
2.556936326510338030e-22 -4.627205398954168913e+02 5.320242315650311582e+01 9.687071896746043649e+02
2.992183685653721340e-22 -4.625608462392856381e+02 7.470098504436501230e+01 4.730644875150845792e+02
3.314617435931948444e-22 -4.624560074767412061e+02 9.399680495708678052e+01 8.628171508925086073e+02
3.349195952901538675e-22 -4.624431293868076409e+02 8.886451339194593402e+01 6.884647246836827890e+02
4.088091566757902330e-22 -4.622412714382134595e+02 6.501399828890642141e+01 5.856263351038421661e+02
4.818989379074653213e-22 -4.620742854560903652e+02 5.164516615435742608e+01 1.047167831613708813e+03
1.041223801260083611e-21 -4.613013678434556368e+02 9.913661783607074085e+01 1.104570151682585220e+03
1.055978427891886614e-21 -4.612847968398406238e+02 8.392244170185099961e+01 5.707087468908835035e+02
1.074168252760575727e-21 -4.612652179530405192e+02 5.713427371127444587e+01 8.226341485638088216e+02
1.162682632520068686e-21 -4.611835346474003359e+02 5.892200116640503182e+01 7.600290113258449765e+02
1.545934464876600797e-21 -4.608961360376352445e+02 6.585903513644377938e+01 5.731412280878257661e+02
2.242733108209829484e-21 -4.605215693370856798e+02 5.981252796116666559e+01 7.348360035849794940e+02
2.588937643818986260e-21 -4.603755169813488237e+02 9.288207273982916945e+01 8.366364039924353619e+02
3.390155652683925767e-21 -4.601033887611990849e+02 9.804815856722868261e+01 1.065452539312263525e+03
3.532042096105832540e-21 -4.600598883956228633e+02 7.989488362415302447e+01 5.100586775545435216e+02
3.853557627706635423e-21 -4.599702678160188611e+02 6.778270741706818114e+01 5.409582187122905452e+02
3.961051224756111174e-21 -4.599402551459484130e+02 5.001960674656204731e+01 1.160590271780514513e+03
5.116253679087229334e-21 -4.596818421288606942e+02 5.674020518287675685e+01 8.500682803148982885e+02
5.261796757227872112e-21 -4.596512920395352921e+02 5.277819048485310560e+01 1.022042060863478014e+03
6.143768214083428035e-21 -4.594938263272219388e+02 7.504478020708675956e+01 4.820011834762063359e+02
6.980414724421860889e-21 -4.593636562656678279e+02 9.624000933934928526e+01 9.872820034017522630e+02
7.168398813198646172e-21 -4.593345822846563919e+02 5.953459540114377546e+01 7.515248794146775708e+02
7.684457420279577693e-21 -4.592625648247212098e+02 5.932441047303042581e+01 7.590861193929672481e+02
1.068477867033380502e-20 -4.589304444222806865e+02 6.912803810121693004e+01 5.241836752896113012e+02
2.516553469950011425e-20 -4.580712892090358537e+02 6.205605388394542388e+01 6.803054657733201793e+02
3.760182031638200517e-20 -4.576672121348896098e+02 9.995042841807207878e+01 1.208583953541939309e+03
5.671825075364094532e-20 -4.572536685550625180e+02 6.125943721293168664e+01 7.090003556946047638e+02
6.163303099956427842e-20 -4.571680666524317189e+02 8.610169231882287022e+01 6.392188542808723923e+02
8.004737081386065456e-20 -4.569041460021790613e+02 5.753997915796566076e+01 8.421356115989518685e+02
8.202303725830852977e-20 -4.568772644468014619e+02 5.220839698147224794e+01 1.088293296721877596e+03
9.005116200462320053e-20 -4.567813866212510447e+02 9.601170631972466651e+01 1.007164279572049509e+03
9.057232953448385121e-20 -4.567731158439092951e+02 5.057326707620710238e+01 1.183056568506018266e+03
9.238436240780908285e-20 -4.567508068704688071e+02 6.932740804847477989e+01 5.292459543272826750e+02
1.083860137172882711e-19 -4.565885655408504817e+02 9.698891451303975941e+01 1.059161585865623692e+03
1.210603071649325136e-19 -4.564754757690280371e+02 6.664087167106899301e+01 5.754858468158452069e+02
1.347000128686323055e-19 -4.563662144178315430e+02 6.502529222335456893e+01 6.109851223612017748e+02
1.365665752529929641e-19 -4.563499523702691931e+02 5.484476520330641591e+01 9.631077883481544859e+02
1.817907323552524130e-19 -4.560614083934831910e+02 5.057960365081426346e+01 1.196151261995903496e+03
2.031231078306474402e-19 -4.559479523590380268e+02 9.859734254589186264e+01 1.158909095363453616e+03
3.527463320463085830e-19 -4.553935154042723070e+02 9.658608978266404677e+01 1.055109898339241909e+03
3.532905573979861609e-19 -4.553894737696421089e+02 7.646899297610491431e+01 4.980989884936846011e+02
