A w B x0 k f sigma_v
5.443532944290853237e+01 5.187292202105675543e+00 5.690138597284047961e+01 -5.916672339660244972e-02 6.297185557902447162e-01 2.823719599382529211e+01 5.187292202105675187e+01
5.105971019112205056e+01 4.725791286783459277e+00 5.924180564291528839e+01 -4.726990050750252692e-01 5.868549211640918806e-01 2.412975335268931687e+01 4.725791286783459100e+01
5.568324588837574396e+01 4.881672948075705065e+00 6.102528965816782147e+01 -4.234013332716308753e-01 4.342074605053189984e-01 2.718273951143315870e+01 4.881672948075704710e+01
4.544680437464974432e+01 4.903987185870530396e+00 6.352973055875166608e+01 -3.629710052142876009e-02 6.275826238105506327e-01 2.228705462920471092e+01 4.903987185870530396e+01
5.031161378789461480e+01 4.282133572016474155e+00 6.271687412684354967e+01 -5.102007071634702129e-01 6.696988329082180780e-01 2.154410504634704537e+01 4.282133572016473977e+01
4.860335714104856919e+01 5.380475266013465152e+00 5.846144846820727992e+01 -8.397218304783446996e-01 5.297376303732850289e-01 2.615091609426307429e+01 5.380475266013465330e+01
5.340624929016198053e+01 4.953118224059629426e+00 6.032279098776177761e+01 -5.368125198987740987e-01 6.268528813048115378e-01 2.645274666377729389e+01 4.953118224059629426e+01
5.239746249046136484e+01 5.224634533089679067e+00 5.870349414411412425e+01 2.014813589293282803e-01 6.527065539181764464e-01 2.737575919739355612e+01 5.224634533089678712e+01
5.383615165253339541e+01 4.590798634996623662e+00 6.256273235130367283e+01 2.453560540661232636e-01 6.220263665160454813e-01 2.471509315199215351e+01 4.590798634996623662e+01
5.734150873262661463e+01 5.308183012031795656e+00 5.952226662956137204e+01 -6.283770115493041430e-01 5.700586667916869299e-01 3.043792225388014572e+01 5.308183012031796011e+01
5.043907407008627786e+01 5.607858660999855083e+00 6.026160909516325148e+01 -1.116524423493245877e+00 4.753189046382262362e-01 2.828551983767465572e+01 5.607858660999855260e+01
5.204170398788623686e+01 4.327878945785249343e+00 6.063699544015744891e+01 -3.127181756396240075e-01 5.205737397071075190e-01 2.252301949919610990e+01 4.327878945785249698e+01
5.625263601086835052e+01 4.978100212672785574e+00 5.721091282981915072e+01 -3.325559888520110974e-01 6.180148239846621205e-01 2.800312592891085117e+01 4.978100212672785574e+01
5.397097209313667321e+01 4.807999725175459815e+00 6.013424660801185695e+01 -1.256984558908525784e+00 6.553133795537298134e-01 2.594924189912535439e+01 4.807999725175459815e+01
5.424689355702781768e+01 5.165079135445675540e+00 5.928111326684209814e+01 -1.234144412460675966e-01 6.176628364579901387e-01 2.801894980741468544e+01 5.165079135445675718e+01
5.324888949938701188e+01 4.284625429043283695e+00 6.247491070124144841e+01 -3.497663180010235351e-01 5.770503354717917421e-01 2.281515460173894638e+01 4.284625429043283873e+01
5.319891356554199291e+01 5.170331694251587784e+00 6.083706150298985449e+01 -2.920461875933302309e-01 6.483929253120506164e-01 2.750560289076724985e+01 5.170331694251587606e+01
5.449704502088207647e+01 4.005151586685316900e+00 6.180564918282585296e+01 -1.224416840634745540e+00 6.224753040954513761e-01 2.182689263350469844e+01 4.005151586685316545e+01
5.148359772104738852e+01 5.570410084039139065e+00 5.691142116256742156e+01 -3.019366445372551055e-01 6.120693982880724970e-01 2.867847519079368368e+01 5.570410084039139065e+01
5.399120107029185789e+01 4.730215544849349918e+00 6.074246558721463174e+01 -1.108017624313113458e-01 6.326772372785074428e-01 2.553900185877814266e+01 4.730215544849350096e+01
5.207746991488683364e+01 5.795217496548973557e+00 5.888875443211154703e+01 -4.914670260157674164e-01 6.236356712724249185e-01 3.018002648267549759e+01 5.795217496548973202e+01
5.527437587871274616e+01 4.732899159519632803e+00 6.134540907170534751e+01 -1.058852157382652592e-01 6.351687534557000081e-01 2.616080471393318163e+01 4.732899159519632803e+01
5.334986743128165898e+01 4.559557002979188312e+00 6.130129276905442737e+01 -1.826262445908355403e-02 6.140429310516504202e-01 2.432517616543116290e+01 4.559557002979188667e+01
5.599724345194768915e+01 4.880411119346472759e+00 5.821488203851031074e+01 -5.174433624851797475e-01 5.087914493899372559e-01 2.732895695956369764e+01 4.880411119346472759e+01
4.787934497978551462e+01 5.488993828070189984e+00 5.945580763719091522e+01 -5.588178140862147814e-01 6.697928610021566254e-01 2.628094290860861548e+01 5.488993828070189807e+01
5.652113937885702910e+01 4.342451447602243775e+00 6.030040870000775755e+01 -5.663757255990908845e-02 6.404336610773595506e-01 2.454403035158458835e+01 4.342451447602243775e+01
5.625390591931924433e+01 4.254585523538161773e+00 5.908426743243451540e+01 -3.327472063356928800e-01 5.704594949172299145e-01 2.393370537668133835e+01 4.254585523538161596e+01
5.247240814193677494e+01 4.861247089767791962e+00 5.991985566433832844e+01 -1.728512624577568602e+00 7.148003980729964457e-01 2.550813413730979207e+01 4.861247089767792318e+01
5.760921658696472036e+01 4.637659749036589396e+00 5.875519190073406861e+01 -8.556912438243280405e-01 6.279199400984274426e-01 2.671719449388973544e+01 4.637659749036589574e+01
5.171398297390658172e+01 4.229398342884681306e+00 6.024974598624510946e+01 -5.334941863939377527e-01 7.479918297232037716e-01 2.187190338938071221e+01 4.229398342884681483e+01
5.618682402563253220e+01 4.502515080910965750e+00 5.998090785006206005e+01 -4.940272207561520190e-01 5.645153894732879429e-01 2.529820225239010512e+01 4.502515080910966105e+01
5.169862596035584090e+01 5.237690591771303694e+00 5.907042288252822004e+01 -1.504128493264676791e+00 6.588961531584049958e-01 2.707814068000594787e+01 5.237690591771303872e+01
5.557462049073411947e+01 5.925043881680933211e+00 5.659219561341710403e+01 -1.142020764682435185e+00 5.787016146993044785e-01 3.292820651153640199e+01 5.925043881680933566e+01
5.414681146165780490e+01 5.000957898194712925e+00 5.841637379937802166e+01 -5.540510866057068995e-02 5.877602670032358034e-01 2.707859244412376398e+01 5.000957898194712925e+01
5.921206105604116487e+01 4.125970959194312115e+00 6.132916816092571821e+01 -2.516448485512139399e-01 6.454407287911103630e-01 2.443072443512663483e+01 4.125970959194312115e+01
5.231545662143554409e+01 4.568045600431863029e+00 6.212933070849563677e+01 4.562056357851762556e-01 6.134415286112091525e-01 2.389793914541326103e+01 4.568045600431862852e+01
6.285374804764399670e+01 4.486422330113541079e+00 5.803586962141873329e+01 -4.112401951906079489e-01 4.153281117678817580e-01 2.819884587722804170e+01 4.486422330113541079e+01
5.827416125571326688e+01 5.128241398266930595e+00 5.953469816274547810e+01 -3.053706248505996257e-01 5.037305370475217980e-01 2.988439662008315878e+01 5.128241398266930418e+01
6.306240180182525989e+01 4.798708436324989890e+00 5.975427571642619995e+01 -6.488422296384346311e-01 6.040767839362151115e-01 3.026180795413351277e+01 4.798708436324989890e+01
5.606988029489726699e+01 4.305966183621825927e+00 6.071961976767273939e+01 -4.380971108563933569e-01 5.670525285825913642e-01 2.414350084695514198e+01 4.305966183621826104e+01
6.294222040915631311e+01 4.352536904520132310e+00 5.863055394347842508e+01 -3.985580121176930390e-01 5.452459888202096927e-01 2.739583371832931036e+01 4.352536904520132310e+01
5.080882660644113713e+01 4.609661721546222779e+00 6.017032598232768947e+01 -7.611994181014960503e-01 5.618351589751371389e-01 2.342115031243909939e+01 4.609661721546223134e+01
5.934593615848488923e+01 4.581150593811543104e+00 6.205388225603465457e+01 -7.152474398889410168e-01 6.109275922518369040e-01 2.718726706727449738e+01 4.581150593811543104e+01
4.831931660940215068e+01 5.226450127733352602e+00 6.028194871013749889e+01 -3.976305455077717710e-01 5.632474226021173536e-01 2.525384984651982023e+01 5.226450127733352247e+01
5.296316312010400651e+01 4.312831924714593868e+00 6.283763297349808852e+01 3.985542254840446219e-02 6.430262263113570853e-01 2.284212207382511650e+01 4.312831924714593868e+01
4.784793584976028313e+01 5.649716042387997739e+00 5.856682302071442336e+01 -6.393718499902281138e-01 7.412139804876578530e-01 2.703272507655425017e+01 5.649716042387997561e+01
4.620228519459855931e+01 5.681546191121624290e+00 5.821995857129924445e+01 -1.190784355822886553e+00 6.224223881592767516e-01 2.625004174684864466e+01 5.681546191121624645e+01
4.548387345607028465e+01 4.706257514291246835e+00 6.265912968423814533e+01 -7.578570425875064132e-01 6.475051773963704793e-01 2.140588212317029360e+01 4.706257514291246480e+01
5.654151900833311828e+01 4.199113210486142833e+00 6.241967717863500553e+01 -5.088354181877967619e-01 6.065888177266913761e-01 2.374242394088449615e+01 4.199113210486142833e+01
5.566872907374508372e+01 4.273278310596229090e+00 6.048462647261234792e+01 -4.520274038445712961e-01 5.269008516445019552e-01 2.378879725292925684e+01 4.273278310596229090e+01
6.147399980112210471e+01 4.833810122125284714e+00 5.849494756264148521e+01 -7.750835952359587111e-01 7.643952005700420660e-01 2.971536424861917425e+01 4.833810122125284892e+01
4.661538002499509759e+01 5.010783242186695574e+00 6.197177178876288650e+01 -3.501445015185460363e-01 7.742776596512310761e-01 2.335795650574098659e+01 5.010783242186695929e+01
5.333164633613571937e+01 5.178549574447909976e+00 5.763656458973917296e+01 -7.717909412450048023e-01 6.617813902811318094e-01 2.761805744386020933e+01 5.178549574447909976e+01
5.098924853847211125e+01 5.113056662482133419e+00 5.861943623844150153e+01 -5.343613973523826388e-01 6.759096493892595703e-01 2.607109169545922356e+01 5.113056662482133419e+01
5.421302243583961911e+01 4.223932873491145656e+00 5.912151364787749941e+01 -3.182465552122799579e-01 4.998193102204560034e-01 2.289921676380560100e+01 4.223932873491145301e+01
5.481487283255340515e+01 4.789625016225377507e+00 5.730730169720362710e+01 -9.677618926001034794e-01 3.428231410610138585e-01 2.625426861800105982e+01 4.789625016225377863e+01
5.507787876463940080e+01 4.677932868395475730e+00 6.171744795049382049e+01 6.093618956160504752e-01 3.542684025882969490e-01 2.576506193946078582e+01 4.677932868395475907e+01
4.907745261211079679e+01 5.570153177394326249e+00 5.729618443181961851e+01 -2.320562321862080779e-01 4.382642411487285283e-01 2.733689286057684242e+01 5.570153177394325894e+01
5.685868910728431302e+01 4.709892118341955758e+00 5.803183122694063201e+01 -6.459319032161090490e-01 6.705275807778967589e-01 2.677982916856540285e+01 4.709892118341955580e+01
5.031161378789461480e+01 4.282133572016474155e+00 6.271687412684354967e+01 -5.102007071634702129e-01 6.696988329082180780e-01 2.154410504634704537e+01 4.282133572016473977e+01
5.289510887026636965e+01 4.982700874230596710e+00 5.873715320305083054e+01 -2.483820363934743369e-01 5.587135997531442744e-01 2.635605052103988299e+01 4.982700874230596355e+01
5.290792863349522435e+01 4.892793956635729913e+00 5.903172981812922160e+01 -5.172361558304920948e-01 7.578523480826508951e-01 2.588675934760799535e+01 4.892793956635729558e+01
5.496788896948685732e+01 5.028667404867412039e+00 5.778037355615835935e+01 -2.751500650837161999e-01 5.334447727412090501e-01 2.764152315752295408e+01 5.028667404867412216e+01
6.272433442803983183e+01 4.846739246011845026e+00 5.911316500986288958e+01 -5.055879214754952500e-01 5.527398859341858817e-01 3.040084933523525734e+01 4.846739246011844671e+01
5.199747221514292761e+01 4.671122823373222488e+00 5.845012141842972397e+01 -4.793014834283209069e-01 5.333585404481813175e-01 2.428865792218691055e+01 4.671122823373222843e+01
5.231545662143554409e+01 4.568045600431863029e+00 6.212933070849563677e+01 4.562056357851762556e-01 6.134415286112091525e-01 2.389793914541326103e+01 4.568045600431862852e+01
5.067816648039580230e+01 5.127352575857390349e+00 5.912899411119868631e+01 -2.325153022625663368e-01 6.952579236971121457e-01 2.598448274429870963e+01 5.127352575857390349e+01
5.228178572460835483e+01 5.281438638986545087e+00 5.913329264570897692e+01 -1.213167845966193426e+00 7.324986280856975451e-01 2.761230432411617386e+01 5.281438638986544731e+01
5.809212118014623627e+01 5.376966006659892550e+00 5.898074650788135642e+01 -1.494934735714430474e-01 5.562946299103386227e-01 3.123593608404134514e+01 5.376966006659892372e+01
5.209335530643311785e+01 5.582235295365127747e+00 5.806016206264141744e+01 -1.225458213950853192e+00 6.222888289246868432e-01 2.907973666455671946e+01 5.582235295365127570e+01
5.337469969793117031e+01 5.036568266934762228e+00 5.742105996103135368e+01 -2.437403030826512662e-01 4.923884943363232569e-01 2.688253187557725710e+01 5.036568266934762050e+01
5.694943218911666349e+01 5.003440817532250229e+00 6.030646249701623418e+01 -2.940330186248090172e-01 7.254056079853721251e-01 2.849431135503113666e+01 5.003440817532250406e+01
6.020894121273294530e+01 5.173641038014542559e+00 5.627191971947598148e+01 -9.614569293545702777e-01 5.886092337083443926e-01 3.114994491136002353e+01 5.173641038014542914e+01
4.765762427441524807e+01 5.121974743113771211e+00 6.112323179645635918e+01 -5.728875154869452757e-01 6.258627650532688769e-01 2.441011478503606469e+01 5.121974743113771211e+01
5.284249947383074186e+01 5.160570448786415909e+00 5.742363121947436611e+01 -8.872950423582874890e-01 5.560835455022734575e-01 2.726974412246626756e+01 5.160570448786415909e+01
4.830771719904982575e+01 5.138327871965413074e+00 6.206931712153095049e+01 1.763334550747668317e-01 4.880159172548492741e-01 2.482208897149006788e+01 5.138327871965412896e+01
5.475106897365991188e+01 4.840219387159052644e+00 5.900381370085990795e+01 -3.332918568036244977e-01 3.858981617357473137e-01 2.650071855139912103e+01 4.840219387159052644e+01
5.799280615062004784e+01 4.943702850280310201e+00 5.795251873188082925e+01 -4.683289658876574890e-01 6.154041409565322862e-01 2.866992010625738274e+01 4.943702850280310201e+01
5.196231673722399336e+01 5.567875467152765268e+00 5.782090795673552464e+01 -3.872203129875835259e-01 7.535120660598684239e-01 2.893197085776109745e+01 5.567875467152765623e+01
5.224575102124846637e+01 4.454047032848862386e+00 6.075616556037943639e+01 -8.243921882630900200e-02 6.374191339655759236e-01 2.327050323151521383e+01 4.454047032848862386e+01
5.236307042830657110e+01 5.049955983714352392e+00 5.915154190653741040e+01 -7.668173676899403546e-01 5.236479870412036330e-01 2.644312008350828336e+01 5.049955983714352215e+01
5.164135019357192391e+01 4.985523147792720877e+00 6.072378603516371953e+01 3.024407777192728020e-01 6.134598006485629806e-01 2.574591467733229067e+01 4.985523147792720522e+01
5.157684515845610917e+01 5.292273567905196430e+00 6.055769645869184359e+01 -1.316569827297492168e+00 6.979283055923002355e-01 2.729587743480363571e+01 5.292273567905196785e+01
5.428337115320205442e+01 4.737379702776969737e+00 5.897746759202770761e+01 -9.775337626201441310e-02 5.667387142314785908e-01 2.571609406994882718e+01 4.737379702776969737e+01
5.903120988522135804e+01 4.278521758036822220e+00 6.081884505771834171e+01 -5.214001032688617698e-01 6.731213611242425898e-01 2.525663158971579136e+01 4.278521758036822575e+01
5.588981092119096417e+01 4.820130747908295099e+00 5.948911989683827528e+01 -3.979955042448928282e-01 5.718889903001656005e-01 2.693961961160134067e+01 4.820130747908294921e+01
5.107347471803670658e+01 4.775807513924005043e+00 5.879947589699185073e+01 -4.800151130794816368e-02 6.483111551362343850e-01 2.439170843206074224e+01 4.775807513924004866e+01
5.038030245625964199e+01 5.051988310951306183e+00 6.138206904442231604e+01 4.520590594650606420e-01 5.595885735705672381e-01 2.545206991112150874e+01 5.051988310951306005e+01
4.613735348850124041e+01 4.669048510982433342e+00 5.940429330661702068e+01 -8.519070769454373249e-02 5.917074306488370183e-01 2.154175416061568882e+01 4.669048510982433697e+01
4.912469162676816836e+01 5.291371348052563484e+00 6.012836695752188376e+01 -4.403524788828967473e-01 5.290104524442067468e-01 2.599369857557987729e+01 5.291371348052563661e+01
5.158871309712937148e+01 4.991576948968548422e+00 5.863412445037121756e+01 -6.833671984083569129e-01 6.612965374486050596e-01 2.575090311225828188e+01 4.991576948968548777e+01
5.120860882241736789e+01 5.496427105520271361e+00 6.018945865359317793e+01 -8.226314908512755153e-02 7.012564753745995638e-01 2.814643855675193507e+01 5.496427105520271539e+01
4.846461655642579558e+01 4.512654818960609049e+00 6.237451193144777051e+01 -1.125665373935341051e+00 5.904715913446221265e-01 2.187040854524330058e+01 4.512654818960609049e+01
5.150353913534389250e+01 4.522027015149065576e+00 6.272591027031094768e+01 1.206728742067664228e-01 5.495404759889577218e-01 2.329003953458122211e+01 4.522027015149065221e+01
5.639037236235321160e+01 4.567129679861841041e+00 6.052222552347564033e+01 -2.310223022402180248e-01 6.037762337684360325e-01 2.575421432745642392e+01 4.567129679861841396e+01
5.626209999409993401e+01 4.761519515680012304e+00 6.175653500039495469e+01 -3.359898299010755096e-01 6.176674072572676533e-01 2.678930871150471305e+01 4.761519515680012660e+01
5.298146645452502668e+01 5.480578762931644476e+00 5.800571116189614429e+01 -9.405082909830522198e-01 7.080956266512361541e-01 2.903690998796452050e+01 5.480578762931644121e+01
4.923211686411968202e+01 5.744722622669455880e+00 5.675418699199942552e+01 -4.077143116680144175e-01 5.646310649421764083e-01 2.828248555112147500e+01 5.744722622669456058e+01
5.034354897090265979e+01 5.196523884346917477e+00 6.025850068382603553e+01 1.224283474642646752e-01 4.955396818865784869e-01 2.616114546500843474e+01 5.196523884346917299e+01
5.919932132927209523e+01 4.871700668160830361e+00 5.827315044787621190e+01 -5.700716656019562123e-01 5.359275820859272788e-01 2.884013732744825731e+01 4.871700668160830361e+01
